family,candidate,comparator,label,annualized_ce_difference,mean_monthly_crra_utility_difference,ci_lower,ci_upper,one_sided_p_candidate_greater,bootstrap_block_length,bootstrap_replications,common_periods,holm_p_candidate_greater,decision,confirmatory_claim_permitted
three_mixed_curriculum_contrasts,mixed_pretraining_plus_historical_finetuning,historical_only_training,Mixed curriculum versus historical throughout,0.0089416825722981,0.0005502448363592,-0.0848952730293517,0.14876933538808,0.4172,3,9999,22,0.6406,not_established,False
three_mixed_curriculum_contrasts,mixed_pretraining_plus_historical_finetuning,synthetic_only_training,Mixed curriculum plus fine-tuning versus synthetic pretraining only,0.0952181708661579,0.0060763216942185,0.0057913557640816,0.2009073683313286,0.0359,3,9999,22,0.1077,not_established,False
three_mixed_curriculum_contrasts,mixed_pretraining_plus_historical_finetuning,synthetic_pretraining_plus_historical_finetuning,"Mixed versus synthetic pretraining, both historically fine-tuned",0.0217232733774965,0.0013438298750956,-0.0756822901339063,0.108978770461164,0.3203,3,9999,22,0.6406,not_established,False
