update,critic_loss,actor_loss,q1_mean,q2_mean,target_q_mean,twin_q_gap,critic_grad_norm,stage,episode,step,pass
100,0.0019668303430080414,-0.062496818602085114,0.04211390018463135,,0.03933548554778099,,0.029762111604213715,pretrain,10,11,
200,0.0014179684221744537,-0.08167147636413574,0.058430541306734085,,0.0491955429315567,,0.09785538166761398,pretrain,14,15,
300,0.0013673126231878996,-0.0928545892238617,0.05671783536672592,,0.057731352746486664,,0.019909687340259552,pretrain,18,19,
400,0.0014846299309283495,-0.08986373990774155,0.0637068897485733,,0.06454995274543762,,0.02130841463804245,pretrain,22,23,
500,0.0013536530314013362,-0.09407564997673035,0.07813601940870285,,0.07176464796066284,,0.07438485324382782,pretrain,27,3,
600,0.0013203979469835758,-0.10860960930585861,0.08303840458393097,,0.07634317874908447,,0.07053615897893906,pretrain,31,7,
700,0.0013626294676214457,-0.11027815192937851,0.08358953893184662,,0.08464770764112473,,0.023236531764268875,pretrain,35,11,
800,0.001703179907053709,-0.10999090224504471,0.09440915286540985,,0.09227600693702698,,0.04550454765558243,pretrain,39,15,
900,0.0014007065910845995,-0.12232206761837006,0.10062983632087708,,0.09619322419166565,,0.05917495861649513,pretrain,43,19,
1000,0.0013367296196520329,-0.11846613883972168,0.10196902602910995,,0.10595221817493439,,0.05681069940328598,pretrain,47,23,
1100,0.0014371767174452543,-0.1103573590517044,0.10223741084337234,,0.09788328409194946,,0.05462735518813133,pretrain,52,3,
1200,0.0017245628405362368,-0.12252456694841385,0.1163097396492958,,0.11432640254497528,,0.044140465557575226,pretrain,56,7,
1300,0.001304809469729662,-0.12077601999044418,0.11164813488721848,,0.09869417548179626,,0.1672462373971939,pretrain,60,11,
1400,0.0013666299637407064,-0.1246272549033165,0.11052872240543365,,0.10703232884407043,,0.07236083596944809,pretrain,64,15,
1500,0.0013037616154178977,-0.11304875463247299,0.10271415114402771,,0.09891283512115479,,0.05745590478181839,pretrain,68,19,
1600,0.0008748945547267795,-0.1268131136894226,0.11608342826366425,,0.10772335529327393,,0.09740430116653442,pretrain,72,23,
1700,0.0014234447153285146,-0.10937515646219254,0.09909188747406006,,0.09611159563064575,,0.05848833546042442,pretrain,77,3,
1800,0.001005181111395359,-0.11399576812982559,0.10401949286460876,,0.10396715253591537,,0.03218808397650719,pretrain,81,7,
1900,0.0009815165540203452,-0.11647643148899078,0.10859944671392441,,0.10384716093540192,,0.07703635841608047,pretrain,85,11,
2000,0.0012367975432425737,-0.10914213955402374,0.09823836386203766,,0.10223660618066788,,0.07666653394699097,pretrain,89,15,
2100,0.0010529386345297098,-0.11708175390958786,0.11089450865983963,,0.1097039133310318,,0.05018269270658493,pretrain,93,19,
2200,0.0010329780634492636,-0.10433543473482132,0.09415756165981293,,0.09519979357719421,,0.036123842000961304,pretrain,97,23,
2300,0.0009169317781925201,-0.11071658134460449,0.10208584368228912,,0.10431158542633057,,0.04192322865128517,pretrain,102,3,
2400,0.0010476263705641031,-0.10440701991319656,0.10188712924718857,,0.09178569912910461,,0.15080228447914124,pretrain,106,7,
2500,0.0010319430148229003,-0.11687549203634262,0.1106066107749939,,0.10818882286548615,,0.06495222449302673,pretrain,110,11,
2600,0.0010775993578135967,-0.10912276059389114,0.09996041655540466,,0.10229969024658203,,0.0368853360414505,pretrain,114,15,
2700,0.0011081655975431204,-0.12750354409217834,0.11406578123569489,,0.10415349900722504,,0.1532256156206131,pretrain,118,19,
2800,0.0008617187268100679,-0.12175718694925308,0.11194285750389099,,0.11678999662399292,,0.06173577904701233,pretrain,122,23,
2900,0.0007379410089924932,-0.12738293409347534,0.11380846798419952,,0.1196846291422844,,0.09223945438861847,pretrain,127,3,
3000,0.0012132173869758844,-0.12035936862230301,0.11464782059192657,,0.10760320723056793,,0.11130507290363312,pretrain,131,7,
3100,0.001213040086440742,-0.12705108523368835,0.120139479637146,,0.11736047267913818,,0.0819377601146698,pretrain,135,11,
