window_id,experiment_id,strategy_id,strategy_level,seed,decision_date,holding_end_date,gross_return,net_return,turnover,transaction_cost,financing_cost,gross_exposure,net_exposure,short_notional,max_abs_weight,gross_constraint_violation,net_constraint_violation,position_constraint_violation,complete,protocol_eligibility_pass,behavior_gate_pass,behavior_gate_mode,behavior_gate_failed_metrics,operational_source
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2024-07-31,2024-08-30,-0.0048593624605413,-0.0050125883762365,0.1539859870448711,0.0001539859870448,0.0,0.9999999999999998,0.9999999999999998,0.0,0.1838748957429613,0.0,2.220446049250313e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2024-08-30,2024-09-30,0.1166995649254465,0.1166716015499813,0.0250414045692734,2.504140456927341e-05,0.0,1.0,1.0,0.0,0.1832929035316086,0.0,0.0,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2024-09-30,2024-10-31,-0.0142828168357302,-0.0143756555563734,0.0941883680850383,9.418836808503836e-05,0.0,0.9999999999999996,0.9999999999999996,0.0,0.1852725880154008,0.0,4.440892098500626e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2024-10-31,2024-11-29,0.0291224651615658,0.0290879539071171,0.0335352052756556,3.353520527565565e-05,0.0,1.0,1.0,0.0,0.1840123527151133,0.0,1.1102230246251565e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2024-11-29,2024-12-31,-0.0102543621062403,-0.0102907575953918,0.0367732445108037,3.677324451080377e-05,0.0,0.9999999999999996,0.9999999999999996,0.0,0.1847612034529448,0.0,3.3306690738754696e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2024-12-31,2025-01-27,0.0023865894693619,0.0023613904415265,0.0251393472788148,2.513934727881488e-05,0.0,0.9999999999999996,0.9999999999999996,0.0,0.183697571844927,0.0,4.440892098500626e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2025-01-27,2025-02-28,0.0047289314478751,0.004689830543658,0.0389176262924056,3.8917626292405625e-05,0.0,1.0,1.0,0.0,0.18363222242333,0.0,0.0,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2025-02-28,2025-03-31,-0.011014084475487,-0.0110423656367227,0.0285965302086266,2.8596530208626693e-05,0.0,0.9999999999999996,0.9999999999999996,0.0,0.184473656576925,0.0,4.440892098500626e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2025-03-31,2025-04-30,-0.0052475135125484,-0.0052976291664305,0.0503812928533872,5.038129285338729e-05,0.0,0.9999999999999998,0.9999999999999998,0.0,0.1832217499081577,0.0,2.220446049250313e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2025-04-30,2025-05-30,0.0354597632862512,0.0354265625054164,0.0320643199233842,3.2064319923384235e-05,0.0,1.0,1.0,0.0,0.1822892217364695,0.0,0.0,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2025-05-30,2025-06-30,0.0369645752169927,0.0369307752417378,0.0325956420610078,3.259564206100783e-05,0.0,0.9999999999999996,0.9999999999999996,0.0,0.1839581603916095,0.0,3.3306690738754696e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2025-06-30,2025-07-31,0.0262534676228858,0.0262254605654572,0.0272909573351062,2.729095733510624e-05,3.771716576808751e-19,1.0000000000000002,1.0000000000000002,0.0,0.1848767484538258,0.0,2.220446049250313e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2025-07-31,2025-08-29,0.0557863759231167,0.0557656431178505,0.0196375036749443,1.963750367494431e-05,0.0,0.9999999999999992,0.9999999999999992,0.0,0.1850171486847102,0.0,7.771561172376096e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2025-08-29,2025-09-30,0.0625291877483242,0.0624721662984291,0.0536672127763119,5.366721277631192e-05,0.0,0.9999999999999994,0.9999999999999994,0.0,0.1856708371878734,0.0,5.551115123125783e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2025-09-30,2025-10-31,0.0286528300964024,0.0285939327648045,0.0572584025185132,5.725840251851329e-05,0.0,1.0,1.0,0.0,0.1857623786598977,0.0,0.0,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2025-10-31,2025-11-28,-0.0035396441828128,-0.0035599148492203,0.0203428791439464,2.034287914394642e-05,0.0,0.9999999999999996,0.9999999999999996,0.0,0.1845940998622349,0.0,4.440892098500626e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2025-11-28,2025-12-31,0.0099301344427802,0.0099112142862567,0.0187342996378516,1.873429963785163e-05,0.0,0.9999999999999998,0.9999999999999998,0.0,0.1837692982384136,0.0,2.220446049250313e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2025-12-31,2026-01-30,0.0469420130670004,0.0469257802943761,0.0155050597521932,1.5505059752193297e-05,0.0,0.9999999999999996,0.9999999999999996,0.0,0.1844918421469628,0.0,3.3306690738754696e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2026-01-30,2026-02-27,-0.0061377721993414,-0.0061875994455818,0.0501362200232444,5.0136220023244445e-05,0.0,0.9999999999999996,0.9999999999999996,0.0,0.184455667748781,0.0,4.440892098500626e-16,0.0,False,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2026-02-27,2026-03-31,-0.0555562835504247,-0.0555694584642134,0.0139500167713495,1.3950016771349522e-05,0.0,0.9999999999999998,0.9999999999999998,0.0,0.1840091132691927,0.0,2.220446049250313e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2026-03-31,2026-04-30,0.0779026262335216,0.0778417022963469,0.0565224144482794,5.652241444827945e-05,0.0,1.0,1.0,0.0,0.1996885884752763,0.0,1.1102230246251565e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2026-04-30,2026-05-29,0.0247359327587952,0.0246809203915454,0.0536858737921429,5.368587379214293e-05,0.0,0.9999999999999998,0.9999999999999998,0.0,0.1849483437902692,0.0,2.220446049250313e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2026-05-29,2026-06-30,-0.0179403090239508,-0.0179831029224888,0.0435766087789093,4.35766087789093e-05,0.0,0.9999999999999992,0.9999999999999992,0.0,0.185198318512578,0.0,6.661338147750939e-16,0.0,True,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full_ensemble,ensemble,,2026-06-30,2026-07-06,0.0010711788959194,0.0010165932822381,0.0545286919519371,5.452869195193719e-05,0.0,0.9999999999999996,0.9999999999999996,0.0,0.1847423271941287,0.0,4.440892098500626e-16,0.0,False,True,,ensemble_of_audited_members,,weight_space_ensemble
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2024-07-31,2024-08-30,-0.0181191326682863,-0.0187782210681243,0.616235210959401,0.0006162352109594,5.52410624352696e-05,1.0448066395308295,1.0000000000000004,0.0224033197654145,0.266335074124592,0.0,4.440892098500626e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2024-08-30,2024-09-30,0.1597240988564288,0.1596140234973451,0.037651927147983,3.765192714798306e-05,5.726770367728592e-05,1.0449520684778697,1.0000000000000004,0.0224760342389345,0.267278367653489,0.0,4.440892098500626e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2024-09-30,2024-10-31,-0.0370896968890308,-0.0372639621329246,0.1244990656739719,0.0001244990656739,5.6494962835937097e-05,1.0443455084626172,1.0000000000000009,0.0221727542313082,0.269852007473154,0.0,6.661338147750939e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2024-10-31,2024-11-29,0.0439120257203773,0.043811315083353,0.0432293739507072,4.322937395070722e-05,5.324953696061825e-05,1.0446806459554614,1.0000000000000009,0.0223403229777301,0.269655858565654,0.0,6.661338147750939e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2024-11-29,2024-12-31,-0.0082166456613437,-0.0083004922660245,0.0261815168612979,2.618151686129797e-05,5.836330712891362e-05,1.0443804314626108,0.9999999999999994,0.0221902157313057,0.271248901395925,0.0,5.551115123125783e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2024-12-31,2025-01-27,-0.0171836744189958,-0.0172686032281215,0.0368204871725511,3.682048717255118e-05,4.9596960964356135e-05,1.0446984956839258,1.0000000000000002,0.0223492478419628,0.268801458579089,0.0,2.220446049250313e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2025-01-27,2025-02-28,-0.0046671172316857,-0.0047746935707039,0.0492343863455351,4.923438634553514e-05,5.8852219418303735e-05,1.0447522085160017,1.0,0.0223761042580009,0.268491360358894,0.0,0.0,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2025-02-28,2025-03-31,-0.0339318666977908,-0.034013325630909,0.0274927687862708,2.74927687862708e-05,5.683085686160881e-05,1.0446091672139497,0.9999999999999986,0.0223045836069755,0.269305229985288,0.0,1.4432899320127035e-15,0.0,True,True,True,strict,,v3_strict_path
