window_id,experiment_id,strategy_id,strategy_level,seed,decision_date,holding_end_date,gross_return,net_return,turnover,transaction_cost,financing_cost,gross_exposure,net_exposure,short_notional,max_abs_weight,gross_constraint_violation,net_constraint_violation,position_constraint_violation,complete,protocol_eligibility_pass,behavior_gate_pass,behavior_gate_mode,behavior_gate_failed_metrics,operational_source
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2025-03-31,2025-04-30,-0.0267315504752582,-0.0268209223124895,0.0364722403440504,3.647224034405044e-05,5.535847797202528e-05,1.0449018765773088,0.9999999999999994,0.0224509382886547,0.268574705613511,0.0,5.551115123125783e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2025-04-30,2025-05-30,0.047405233231677,0.0473258142323209,0.0204637118299582,2.0463711829958276e-05,5.536368328152082e-05,1.044906098661678,1.0,0.022453049330839,0.265831135612513,0.0,0.0,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2025-05-30,2025-06-30,0.0506286645032658,0.050540243042024,0.0275641331521642,2.756413315216421e-05,5.659993474030917e-05,1.044427905763898,0.9999999999999996,0.0222139528819493,0.270379475184849,0.0,3.3306690738754696e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2025-06-30,2025-07-31,0.036048624149082,0.0359647847941326,0.0244476516714791,2.4447651671479144e-05,5.64778429545368e-05,1.0443320702761416,1.0000000000000004,0.0221660351380706,0.271560947410762,0.0,4.440892098500626e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2025-07-31,2025-08-29,0.074390005026014,0.0743074047609448,0.024041208955692,2.4041208955692056e-05,5.2842827608586405e-05,1.044339384085364,0.999999999999998,0.0221696920426828,0.271107318545026,0.0,1.887379141862766e-15,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2025-08-29,2025-09-30,0.0411675086922838,0.0410167016540348,0.0866621813783597,8.666218137835971e-05,5.819247438483024e-05,1.044250527396798,1.0,0.022125263698399,0.271411688067019,0.0,0.0,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2025-09-30,2025-10-31,0.0241501301217983,0.0240339654249017,0.057078407876266,5.707840787626603e-05,5.63534826200651e-05,1.0442344540996196,0.9999999999999986,0.0221172270498105,0.273177194542118,0.0,1.4432899320127035e-15,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2025-10-31,2025-11-28,-0.0143359783777804,-0.0144101341163723,0.0242729453344851,2.4272945334485195e-05,5.096418073732566e-05,1.0442902999264838,0.9999999999999984,0.0221451499632427,0.272639745048114,0.0,1.6653345369377348e-15,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2025-11-28,2025-12-31,0.0094747673560511,0.0093970458095746,0.016506930062991,1.6506930062991003e-05,6.0488098554328e-05,1.044602335297636,1.0,0.0223011676488179,0.270849424680429,0.0,0.0,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2025-12-31,2026-01-30,0.0137120919832802,0.0136332348896441,0.0229143726177662,2.291437261776624e-05,5.487907739855523e-05,1.0445130294454943,0.9999999999999996,0.0222565147227474,0.270308641849884,0.0,3.3306690738754696e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2026-01-30,2026-02-27,-0.0023399859562979,-0.0024153201323428,0.024366167695892,2.4366167695892085e-05,5.114755381460081e-05,1.0444496598626885,0.9999999999999996,0.0222248299313444,0.271396369008081,0.0,3.3306690738754696e-16,0.0,False,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2026-02-27,2026-03-31,-0.0309526376543567,-0.0310362027093813,0.0276548637442875,2.7654863744287502e-05,5.85830866007424e-05,1.0445475554359809,0.9999999999999992,0.0222737777179906,0.270474573730358,0.0,6.661338147750939e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2026-03-31,2026-04-30,0.0926298109894303,0.0921855386454832,0.351349062519514,0.0003513490625195,5.5341919530511146e-05,1.0448884458414145,0.9999999999999996,0.0224442229207073,0.267605001639043,0.0,3.3306690738754696e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2026-04-30,2026-05-29,0.0442636714739073,0.0438275819455178,0.3649277638619949,0.0003649277638619,5.2764263740374455e-05,1.0442734626787045,0.9999999999999994,0.0221367313393525,0.273166867771319,0.0,5.551115123125783e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2026-05-29,2026-06-30,-0.0046308180411506,-0.0047378047916162,0.0491476694547194,4.9147669454719486e-05,5.834259900561508e-05,1.044364684660519,0.999999999999999,0.0221823423302599,0.273291047795543,0.0,9.992007221626409e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261001,seed,20261001,2026-06-30,2026-07-06,-0.0069239739825711,-0.006995987182893,0.061515729528721,6.151572952872105e-05,1.1002194165541956e-05,1.0446200096713645,0.9999999999999996,0.0223100048356823,0.270801866294018,0.0,3.3306690738754696e-16,0.0,False,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2024-07-31,2024-08-30,-0.0029170156670903,-0.0036150673425164,0.6291614808142201,0.0006291614808142,7.11775595165539e-05,1.057732909385649,1.0000000000000016,0.0288664546928236,0.284105035609433,0.0,1.5543122344752192e-15,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2024-08-30,2024-09-30,0.1249890189586917,0.1248813333418938,0.0221723158470691,2.21723158470691e-05,7.355374834133935e-05,1.0577357379453525,0.9999999999999998,0.0288678689726762,0.283910634794405,0.0,2.220446049250313e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2024-09-30,2024-10-31,-0.0027630747579818,-0.0029443883955267,0.1084300704813482,0.0001084300704813,7.34024688222404e-05,1.0576169916561664,0.9999999999999994,0.0288084958280835,0.293060023869787,0.0,5.551115123125783e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2024-10-31,2024-11-29,0.0195815802613725,0.0194525179961455,0.0575254907608323,5.7525490760832345e-05,6.906608071856193e-05,1.0579519987638493,0.9999999999999988,0.0289759993819254,0.28683123112257,0.0,1.3322676295501878e-15,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2024-11-29,2024-12-31,-0.0159668026026215,-0.0160858796511232,0.0451608905251848,4.516089052518483e-05,7.585560983874332e-05,1.0576818699815442,0.9999999999999998,0.0288409349907722,0.288275394987847,0.0,2.220446049250313e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2024-12-31,2025-01-27,0.0130428811297929,0.0129515336244943,0.0261073477768557,2.6107347776855768e-05,6.406812822180131e-05,1.0577404118542149,0.9999999999999988,0.028870205927108,0.288681291708989,0.0,1.1102230246251565e-15,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2025-01-27,2025-02-28,0.0160339275399221,0.0159072190208267,0.0485657084585997,4.856570845859977e-05,7.615101325768557e-05,1.0579064996646983,1.0,0.0289532498323492,0.285862382368318,0.0,0.0,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2025-02-28,2025-03-31,0.0017464561000466,0.0016493035910671,0.0229975093689141,2.2997509368914107e-05,7.399032599567909e-05,1.058078427932092,1.0,0.0290392139660461,0.289846088471157,0.0,1.1102230246251565e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2025-03-31,2025-04-30,0.0010320063193547,0.0009021223187803,0.0582363765339074,5.823637653390747e-05,7.152213939190444e-05,1.0580124019512114,1.0000000000000004,0.0290062009756053,0.287479398239936,0.0,4.440892098500626e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2025-04-30,2025-05-30,0.0264934109345291,0.0263729611421346,0.0461323632675656,4.613236326756565e-05,7.121555004159615e-05,1.0577637239226276,1.0000000000000004,0.0288818619613137,0.285074198086347,0.0,4.440892098500626e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2025-05-30,2025-06-30,0.0332773401598514,0.0331572639970998,0.042774974147978,4.277497414797802e-05,7.344081380391792e-05,1.0576470904052258,1.0000000000000002,0.0288235452026128,0.28900477103889,0.0,2.220446049250313e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2025-06-30,2025-07-31,0.025426639882047,0.0253180748442347,0.0323317196033597,3.233171960335972e-05,7.354692744051145e-05,1.0577303839049177,1.0000000000000004,0.0288651919524585,0.290696797493313,0.0,4.440892098500626e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2025-07-31,2025-08-29,0.0674443748696249,0.0673429082879346,0.0261684136823456,2.6168413682345667e-05,6.88917195377051e-05,1.0578056957040507,0.9999999999999992,0.0289028478520257,0.292165724294526,0.0,6.661338147750939e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2025-08-29,2025-09-30,0.0836390870965235,0.0834985935441352,0.0534695484825283,5.346954848252838e-05,7.618862122238965e-05,1.0579350973878583,0.9999999999999996,0.0289675486939294,0.293650803821427,0.0,4.440892098500626e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2025-09-30,2025-10-31,0.0261974121392583,0.0260544431397569,0.0655510279110967,6.555102791109677e-05,7.377787498637019e-05,1.057911665311882,1.0000000000000004,0.0289558326559407,0.293452227222068,0.0,4.440892098500626e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2025-10-31,2025-11-28,-0.0016458002042794,-0.0017377507624156,0.0257516425882769,2.575164258827699e-05,6.63547389311337e-05,1.057665427880628,1.0000000000000002,0.0288327139403139,0.290298887129341,0.0,2.220446049250313e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2025-11-28,2025-12-31,0.0150250892045813,0.0149216637243323,0.0234786765531098,2.347867655310981e-05,7.842102124849739e-05,1.0578256015266696,1.0000000000000004,0.0289128007633346,0.288670385522502,0.0,4.440892098500626e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2025-12-31,2026-01-30,0.06905961722486,0.0689664739152515,0.0156487645788479,1.5648764578847964e-05,7.148142532243183e-05,1.057979378317083,0.9999999999999992,0.0289896891585417,0.290291276893445,0.0,7.771561172376096e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2026-01-30,2026-02-27,-0.0103795235724574,-0.0105112188895057,0.0663619932977143,6.636199329771437e-05,6.672345081420779e-05,1.057985856064727,0.9999999999999988,0.0289929280323641,0.290709404540913,0.0,1.2212453270876722e-15,0.0,False,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2026-02-27,2026-03-31,-0.0720084932484176,-0.0720915760820469,0.0132967359562186,1.3296735956218618e-05,7.623700701327255e-05,1.057971890749676,1.0,0.028985945374838,0.289626299935792,0.0,0.0,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2026-03-31,2026-04-30,0.0709738618322946,0.0708721693961746,0.0235542403604859,2.3554240360485904e-05,7.140350610076165e-05,1.0579161771706176,1.0000000000000004,0.0289580885853086,0.287193377103124,0.0,4.440892098500626e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2026-04-30,2026-05-29,0.0197016874271247,0.0195728391841802,0.0574397065618063,5.74397065618064e-05,6.892703948888751e-05,1.0578353319849283,0.9999999999999998,0.0289176659924643,0.292803945285933,0.0,2.220446049250313e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2026-05-29,2026-06-30,-0.0108310377741366,-0.0109518880726199,0.0461094984896229,4.610949848962298e-05,7.6071530288913e-05,1.0578460594905277,1.0,0.0289230297452637,0.29221908947719,0.0,0.0,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261002,seed,20261002,2026-06-30,2026-07-06,-0.0053297755250751,-0.0054061759154224,0.0625258343298315,6.252583432983152e-05,1.4286884866698625e-05,1.057941255292722,1.0,0.0289706276463611,0.290630727740271,0.0,1.1102230246251565e-16,0.0,False,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261003,seed,20261003,2024-07-31,2024-08-30,-0.0040803134591624,-0.0047379243047972,0.6113298444875642,0.0006113298444875,4.919335034670418e-05,1.0399012730589927,0.9999999999999992,0.0199506365294967,0.268985478739653,0.0,6.661338147750939e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261003,seed,20261003,2024-08-30,2024-09-30,0.1261201933621114,0.1260317457082123,0.0275703122144737,2.7570312214473725e-05,5.097470280883977e-05,1.040012401129519,1.0000000000000009,0.0200062005647591,0.267714257219008,0.0,8.881784197001252e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261003,seed,20261003,2024-09-30,2024-10-31,-0.0026510661211126,-0.0028114269788269,0.1101665014680186,0.000110166501468,5.063354115342668e-05,1.0397446075720442,0.9999999999999998,0.0198723037860223,0.265111684000918,0.0,2.220446049250313e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261003,seed,20261003,2024-10-31,2024-11-29,0.024610372480907,0.0245314886028478,0.029521563781027,2.952156378102705e-05,4.747054652254466e-05,1.0398316080016756,1.0000000000000004,0.0199158040008374,0.271844494289586,0.0,4.440892098500626e-16,0.0,True,True,True,strict,,v3_strict_path
locked_oos_v1,a2c_lstm_full,a2c_lstm_full__seed_20261003,seed,20261003,2024-11-29,2024-12-31,-0.0163822118367931,-0.0164691064239366,0.0360208045125563,3.602080451255632e-05,5.232491943467599e-05,1.039788740820117,0.9999999999999988,0.0198943704100591,0.266865222448749,0.0,1.1102230246251565e-15,0.0,True,True,True,strict,,v3_strict_path
